time_s,timesteps,episode_steps,total_minutes,total_cost_gbp,success,stranded,soc_final,remaining_km,charge_events
1756733398,8,0,0.0,0.0,0,0,0.1001,2.744,0
1756733398,13,0,0.0,0.0,0,0,0.0965,5.197,0
1756733398,33,0,0.0,0.0,0,0,0.0432,9.035,0
1756733398,42,0,0.0,0.0,0,0,0.1159,18.308,0
1756733398,61,0,0.0,0.0,0,0,0.0414,11.846,0
1756733398,71,0,0.0,0.0,0,0,0.11289999999999999,5.875,0
1756733398,77,0,0.0,0.0,0,0,0.11869999999999999,3.06,0
1756733398,82,0,0.0,0.0,0,0,0.1462,6.895,0
1756733398,92,0,0.0,0.0,0,0,0.11599999999999999,6.776,0
1756733399,101,0,0.0,0.0,0,0,0.0377,13.344,0
1756733399,111,0,0.0,0.0,0,0,0.07139999999999999,13.708,0
1756733399,126,0,0.0,0.0,0,0,0.11410000000000001,9.815,0
1756733399,132,0,0.0,0.0,0,0,0.0393,9.273,0
1756733399,160,0,0.0,0.0,0,0,0.0737,10.604,0
1756733399,171,0,0.0,0.0,0,0,0.06509999999999999,5.262,0
1756733399,184,0,0.0,0.0,0,0,0.11380000000000001,10.697,0
1756733399,200,0,0.0,0.0,0,0,0.113,3.671,0
1756733399,217,0,0.0,0.0,0,0,0.0929,4.152,0
1756733399,230,0,0.0,0.0,0,0,0.06280000000000001,3.586,0
1756733399,236,0,0.0,0.0,0,0,0.09210000000000002,10.114,0
1756733399,251,0,0.0,0.0,0,0,0.1079,10.627,0
1756733399,259,0,0.0,0.0,0,0,0.04650000000000001,5.972,0
1756733400,285,0,0.0,0.0,0,0,0.043899999999999995,1.774,0
1756733400,287,0,0.0,0.0,0,0,0.11359999999999999,18.489,0
1756733400,303,0,0.0,0.0,0,0,0.0947,1.704,0
1756733400,307,0,0.0,0.0,0,0,0.0978,14.37,0
1756733400,316,0,0.0,0.0,0,0,0.042699999999999995,7.7,0
1756733400,322,0,0.0,0.0,0,0,0.06280000000000001,4.301,0
1756733400,327,0,0.0,0.0,0,0,0.0748,18.056,0
1756733400,351,0,0.0,0.0,0,0,0.049800000000000004,6.197,0
1756733400,355,0,0.0,0.0,0,0,0.0461,18.063,0
1756733400,386,0,0.0,0.0,0,0,0.0661,5.131,0
1756733400,394,0,0.0,0.0,0,0,0.1199,0.423,0
1756733400,397,0,0.0,0.0,0,0,0.0816,10.92,0
1756733400,412,0,0.0,0.0,0,0,0.0373,3.783,0
1756733400,413,0,0.0,0.0,0,0,0.0712,8.233,0
1756733401,456,0,0.0,0.0,0,0,0.1805,5.37,0
1756733401,489,0,0.0,0.0,0,0,0.0681,12.004,0
1756733401,498,0,0.0,0.0,0,0,0.054000000000000006,7.178,0
1756733401,506,0,0.0,0.0,0,0,0.0726,9.915,0
1756733401,520,0,0.0,0.0,0,0,0.1182,4.123,0
1756733401,521,0,0.0,0.0,0,0,0.0434,2.912,0
1756733401,524,0,0.0,0.0,0,0,0.07780000000000001,6.098,0
1756733401,534,0,0.0,0.0,0,0,0.0458,2.88,0
1756733401,540,0,0.0,0.0,0,0,0.0677,9.016,0
1756733401,556,0,0.0,0.0,0,0,0.0783,9.047,0
1756733401,572,0,0.0,0.0,0,0,0.087,2.472,0
1756733401,579,0,0.0,0.0,0,0,0.1018,2.8,0
1756733401,580,0,0.0,0.0,0,0,0.0587,7.249,0
1756733401,591,0,0.0,0.0,0,0,0.0867,8.014,0
1756733402,595,0,0.0,0.0,0,0,0.0404,3.93,0
1756733402,599,0,0.0,0.0,0,0,0.0637,0.566,0
1756733402,608,0,0.0,0.0,0,0,0.0926,4.82,0
1756733402,620,0,0.0,0.0,0,0,0.1081,5.567,0
1756733402,644,0,0.0,0.0,0,0,0.0962,10.388,0
1756733402,666,0,0.0,0.0,0,0,0.049100000000000005,10.119,0
1756733402,672,0,0.0,0.0,0,0,0.1359,19.915,0
1756733402,692,0,0.0,0.0,0,0,0.0594,5.214,0
1756733402,701,0,0.0,0.0,0,0,0.0381,8.084,0
1756733402,705,0,0.0,0.0,0,0,0.033,11.975,0
1756733402,721,0,0.0,0.0,0,0,0.1389,5.889,0
1756733402,742,0,0.0,0.0,0,0,0.1116,2.224,0
1756733402,745,0,0.0,0.0,0,0,0.1119,4.075,0
1756733403,746,0,0.0,0.0,0,0,0.032799999999999996,10.088,0
1756733403,780,0,0.0,0.0,0,0,0.0662,13.514,0
1756733403,797,0,0.0,0.0,0,0,0.0547,5.535,0
1756733403,807,0,0.0,0.0,0,0,0.1116,5.141,0
1756733403,812,0,0.0,0.0,0,0,0.046,2.644,0
1756733403,819,0,0.0,0.0,0,0,0.0825,11.713,0
1756733403,833,0,0.0,0.0,0,0,0.0356,14.714,0
1756733403,858,0,0.0,0.0,0,0,0.1076,5.858,0
1756733403,875,0,0.0,0.0,0,0,0.0453,3.57,0
1756733403,882,0,0.0,0.0,0,0,0.07690000000000001,5.889,0
1756733403,894,0,0.0,0.0,0,0,0.0828,6.592,0
1756733403,903,0,0.0,0.0,0,0,0.09609999999999999,3.68,0
1756733403,904,0,0.0,0.0,0,0,0.08710000000000001,6.745,0
1756733403,908,0,0.0,0.0,0,0,0.11410000000000001,7.836,0
1756733404,912,0,0.0,0.0,0,0,0.0786,13.072,0
1756733404,928,0,0.0,0.0,0,0,0.0953,3.689,0
1756733404,934,0,0.0,0.0,0,0,0.0699,2.974,0
1756733404,936,0,0.0,0.0,0,0,0.075,8.327,0
1756733404,939,0,0.0,0.0,0,0,0.0643,10.48,0
1756733404,946,0,0.0,0.0,0,0,0.0447,7.698,0
1756733404,952,0,0.0,0.0,0,0,0.0787,4.874,0
1756733404,957,0,0.0,0.0,0,0,0.06559999999999999,7.924,0
1756733404,982,0,0.0,0.0,0,0,0.1027,4.283,0
1756733404,988,0,0.0,0.0,0,0,0.1116,9.796,0
1756733404,1027,0,0.0,0.0,0,0,0.032,6.397,0
1756733404,1037,0,0.0,0.0,0,0,0.098,4.668,0
1756733404,1041,0,0.0,0.0,0,0,0.08839999999999999,12.169,0
1756733405,1070,0,0.0,0.0,0,0,0.11349999999999999,7.232,0
1756733405,1082,0,0.0,0.0,0,0,0.0371,9.593,0
1756733405,1102,0,0.0,0.0,0,0,0.031400000000000004,12.777,0
1756733405,1122,0,0.0,0.0,0,0,0.0999,11.857,0
1756733405,1140,0,0.0,0.0,0,0,0.0706,18.692,0
1756733405,1164,0,0.0,0.0,0,0,0.038599999999999995,5.383,0
1756733405,1176,0,0.0,0.0,0,0,0.052000000000000005,1.016,0
1756733405,1178,0,0.0,0.0,0,0,0.0828,5.609,0
1756733405,1182,0,0.0,0.0,0,0,0.06849999999999999,14.096,0
1756733405,1211,0,0.0,0.0,0,0,0.0751,7.798,0
1756733405,1220,0,0.0,0.0,0,0,0.0639,15.046,0
1756733405,1235,0,0.0,0.0,0,0,0.07780000000000001,5.633,0
1756733405,1242,0,0.0,0.0,0,0,0.22469999999999998,9.668,0
1756733406,1253,0,0.0,0.0,0,0,0.069,4.524,0
1756733406,1260,0,0.0,0.0,0,0,0.0902,2.89,0
1756733406,1265,0,0.0,0.0,0,0,0.061,11.392,0
1756733406,1283,0,0.0,0.0,0,0,0.0326,18.045,0
1756733406,1309,0,0.0,0.0,0,0,0.0874,3.569,0
1756733406,1310,0,0.0,0.0,0,0,0.1189,10.398,0
1756733406,1333,0,0.0,0.0,0,0,0.0401,10.778,0
1756733406,1342,0,0.0,0.0,0,0,0.0344,6.714,0
1756733406,1363,0,0.0,0.0,0,0,0.0582,7.026,0
1756733406,1375,0,0.0,0.0,0,0,0.07919999999999999,7.254,0
1756733406,1397,0,0.0,0.0,0,0,0.059000000000000004,9.556,0
1756733406,1406,0,0.0,0.0,0,0,0.0824,14.971,0
1756733406,1424,0,0.0,0.0,0,0,0.0886,15.683,0
1756733406,1454,0,0.0,0.0,0,0,0.0883,5.24,0
1756733407,1460,0,0.0,0.0,0,0,0.0808,8.937,0
1756733407,1472,0,0.0,0.0,0,0,0.10060000000000001,1.882,0
1756733407,1473,0,0.0,0.0,0,0,0.0839,6.756,0
1756733407,1492,0,0.0,0.0,0,0,0.0919,3.437,0
