chargeDeviceID,connector_type,rated_power_kW,charge_method,status
68c7fca1e3bba5e49ec90847dcdd456b,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
bfbbf188d7ddb47c10611fe4f4b2ed13,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
4af1462cabaeb4c5fa408bda1d510366,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
7ab3ed355c7f45f418e605289d3ea253,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
ca4c987e8d94252b018f6eaaa893e022,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
727ff17e85283fe859b1c46adae1094a,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
89650278562612d94fd3a5b4f981a513,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
6f69d9dade187609fb97bbbe349b9147,3-pin Type G (BS1363),3.0,Single Phase AC,In service
c1a4bf4288eebb76ba3a3fc30302747a,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
1d9aa17d1d1fce9a1a133601a2ef8296,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
6103607c18d3a0e23e80ed60835b2e9c,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
2d9e9a27caab97a9899ba3076caa5f49,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
03d0bc115df730be6e44c5366f2c78d3,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
bd47190364d527b71e2285d511871036,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
2f96a6bd87ff056fa63b286cb3899f30,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
4f5a97cf06cf69028997db51d8726d28,3-pin Type G (BS1363),3.0,Single Phase AC,In service
dc0439caeb74ffc2795571af07a7eab1,3-pin Type G (BS1363),3.0,Single Phase AC,In service
51f3eb940fd73a19119534c063967bff,3-pin Type G (BS1363),3.0,Single Phase AC,In service
6a52c5f0d8176dbd325654259c27a570,3-pin Type G (BS1363),3.7,Single Phase AC,In service
8b18488349afbee6eb51551100fda776,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
beb5dfa1d8e6812f2b520664bd77aff8,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
ff71cce3c3f1a3074a74b7f2f8b2ffad,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
7d5fe9a6097c89cda3ce6a5b1de4dd15,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
8484665c6ae3b6ace2e827e3355da2dd,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
8fafae2e188a936fb2758813f7250596,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
1065941a9c5bd8c49858bca45ab17dd0,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
5c5451c803ae87e775d7cfe3b8a31180,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
366893c13ae0d73de4dfeaf64a9d86dd,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
0c49e4b09eff54a771ea5ae4f10714ec,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
e18a081756e4c0d0dd76c53b75e678bc,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
0d25c734802cf768395634fa9673ac03,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
80d01bdc9c0bdc63c72fd4cbba022139,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
f50ebe282573f99c89a992894a791ba1,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
184fd7ecdd7b465a16a83afdabfd15c5,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
9f73acb5c4142794bb97dfdb4585c560,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
fa571e649aeb8ad04cbb24aadafadb1e,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
6d99bcd116b9e12ff6f859b399c04b97,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
18c6c4a1ac002a391f90c62a8da3ba99,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
c8d1f991ae3c1511ed858a5b2eef81f6,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
9689fbb935b09cd2b825dec73bfb5993,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
2a7cdd61b5e39b4de176c2bd4def4811,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
f1565b8fcd6ef7832001d764e89abca5,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
7e05c692d4caf2bba2151187845ad69b,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
292d90bcc86fe4a292a044ee2b769111,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
1b2576dc7715a014fc207453d1e52667,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
cd926bd3fc532373b0af79b4aa8767e3,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
92a4d8e6937cb8dd6f5d65b53d16c1be,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
f57b56757d964c28edcd8aacee7e9618,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
0207e1d5c41814b436110e5d7b767dd8,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
c600aed790cd1367661aa24eb24ee7f0,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
144096816d3812088033a4c9b3838dac,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
0c7f65251d8ddb6ec1640bef36f94109,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
ead093ca38b5d3210738fe7b53d5f6d9,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
076ba05a45d179132cdec4c2c55591bb,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
1a1ec01f6458adecccb605200d42f47c,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
a6a8f6bad925fe4167d82a398acc0d10,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
dfd7003b99a2c504402a0b89dc258c99,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
21af5f66fee3029846d201baef50415d,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
64b55721af8451c8a5e2d5a1a27876a2,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
55385df83c377f1b7659f1b62477443d,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
8f324d539761a3b21c773e02ea006d45,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
6558a36e80b682c4dfd415cacfd2c17d,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
7226b79b1ddf90da94ad10bbc8e33466,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
1d621120a54fb648cb3d036bb353babe,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
3c6a7d9835f5c2f074c0b0e71e3a8e4e,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
47f5ddcafc69b192c508530d538c39c9,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
b3fd08804ea4de120cdd37b34a5d2bd9,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
51d0db8fd406c65ff0a07e46c1e607d1,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
5dcb3acfb237e7af45f60b083a2b4305,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
0d124848a0ea943f34d3a85bf3599943,JEVS G105 (CHAdeMO) DC,50.0,DC,In service
44f89aa962e57f9f1cd9ec2b53284dad,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
3771f41dc735e7404cd56cdebf7fea22,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
d5f691643a90f747709a37dd16dc5e87,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
95386242175e91cc85bf7cf608b54638,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
54bcdb63fab2b188f3205d909fac27ac,Type 2 Mennekes (IEC62196),22.0,Three Phase AC,In service
812e0df65eb6f409d6509df3a055ccc5,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
1bb159f91c000a522b1ca970bf7644d2,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
d2677ede077bed4b90d8ab03c3373183,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
31128406e43c4606c19a02b5614e4571,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
d88b3bdeeb6e9b3268490211e257480c,Type 2 Mennekes (IEC62196),7.0,Single Phase AC,In service
26d7380e67d377820751431c8078bb83,Type 2 Mennekes (IEC62196),43.0,Three Phase AC,In service
399ca2cae756946bfc919c8a00bbe304,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
0cc36676967cb7edbb302fb4aafc34bc,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
9ece71688524018ec6945ed5ac7c5245,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8013c5ea1457c21c9bbebddae680c2ab,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d045762be9be6e356ff55b6d24cbd314,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
ee2eedca83dd243e0b972e70b3ff28d5,Type 2 Mennekes (IEC62196),4.8,Single Phase AC,In service
aae0d20fe138ea808e60f77f714c251e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
bba74a67c37f859b50c1d3155652a27b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9c110fa312e5223724a41c1dc4fabcb4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
fb42cfc88e16f79a2b3cb9fbcc1ea8c5,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
11b9751478fa8741d4935017eeb51b04,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
37ef41c2510a35314b7deb1b5b167e8f,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
8bd7a497d7c2f63f6dd64dbda8a0a781,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
92a57da0ff3323f27fec39ade78d3db8,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
cf92409f112c49c4893e1d78b7b14a5b,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
f90ebc567e064d02b8d7b21c91f76ffa,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
2833be9fd49a063a36d3de1e5e28abc4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
db44eb3ee4900a08b21e9f2ff8b74b12,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
05c49d8ad656b7f9435f6371de69d41f,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
d2e4c90cfa9f7f364387dde842fa8463,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
f809a98d985ac44a9ec8527788eed38e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3810ea0abde04c78411cbc776f4aeec1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4901dbcdcf1627b67e8aa29958da4af8,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
fbca7c48c185890bd31f538b91ba5fbb,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1c34bf1931d3009da403034004b2460a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cb4eccaf040af1e8450a20cfb495a247,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d054494ddc7a3d0cbea56d03c4217152,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6dae90f127d0b89f423a13d71d355c01,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f41f70ae71978d8214b6f5fd1ebc888a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f17adbe191290e36a54c0f517a86697c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1acf75ecd96a09b5e677c45d7913ffd3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
39b6d5c1d3c6db11155b975f1b08059f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2ce26e1584240d17297b1fdb297987a1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d33dfcea8ac4d9f36252b0be9fa37642,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
1362f40a74f105fcd524bdb9bcf53885,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
57b685cee8e83f5550ee4c7e065495b3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c5c214e1ede9e0075e0f054230e3b736,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f020add501125dba9ca6ded72ac45c86,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
dbf0648d4262826f0cc8c073dc5a01b6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a0fd70df593b1e22bc87f20590ffdace,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a900824bc142c3649c0eeffe6d8b066d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b74fb97114a32922e01c742355411425,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
95af518bc409baa9f881effcb2294470,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3f9d68b8f1b5a5aa28bb0ec2afe9ee1b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
22ed9cda50780af98618b8b70557d397,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4de26a1c0a3616fc451da00c47be2aa0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3cedf820aad09dd5fe2e37df856bb43a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
25fe42000ef352113656e5370de21606,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
855ccf4bfb668f127591305ff3164c47,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d72c9bc9b70656f48bae24306e0fa9e1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
312cb2fc69832bee369c32dcd6928414,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0828046d2c6e431211d7282df084535a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1694c0072e36db25bdbff63b41216335,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d2ba7bb26e6c6ea91f913607ac93b6ee,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b90881795de51a01c917b89b39b7ea5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0383442f3e9ecfed86a1b26b7e77ec3b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
33a8120a1d1259be3983a2e04d5fd12d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
07bac5d43b1c6a2583ff7ca8f6ac9715,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
960e711f97d1b68fc370bdf4028c9df3,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
de8bf9dbdf2c3be79a604d463d7fb731,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
776652d4ea55c51d8be0d7021199dfbc,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
32b460678e6cce63b88c2cb1d0046603,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6663a8e6c4eae2aaa947357e1d655e4c,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
721e9c5281a9aef48f6f2edba747d453,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
eaedc91adac4766db1711c0ba60da7f6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
78c1d193f5e37e96f2537cb3876e7599,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b923d6c4bded15610b7f97543ce095a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e7fbe8682857b4751f948e0af18de9dd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,Out of service
b9b2fd077b3fcd0a14cc60d8addb5a68,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9f48597b8abf893bd6e44327c7f0e5d9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
54e668dfe1b4aa20352c25a5b50655c9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,Out of service
0996acdd11da6c450be4be93baeea3e8,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c386493506d9c67ef6701660db27a79e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
255c8b42091cbcfe8904a04dcf1f307a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
37b44f571a4697022bab0f733e150fb7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8f626b44a3e98f14696103fbd6136837,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f131cf88305aca943f3052bab0c56ffe,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
60b8f40cfe29f905dba0ddff131b6277,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
22393d4c0c43b1b31bc3cae365051c8f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
95f17c1aabc6396443c61dada8e40055,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
419323df2aa3e557c892fa6673b81e88,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2e543618283fba6fe366514e967915fd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
878182b342ecdb1a868c3e865d6d963d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
97529958094368490e2f7b653c57baf5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
002ce1207eebc8842e032af7afe81953,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
da133ff1e842fe72646d1c300e76ef24,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
daa3ea6264815d40f2805589c3f9423d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
297574e436e7466386da63886436195b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0f9c3ffa4c8a9c246139bc4c6b6075c9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
dbb6289c55dcd28aefa44b7ea18d0592,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a19e49f070ffa5602842b056bd2964d9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e18f3b583c92e1655356ebb3284387e4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7b4c087df3c5e639889d92a8805ce910,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4aea3b9491643885cb9736016ba9375e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ebf599ed514bb6c73d4ff13211492ba4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ae0e2440b77383410b3e5ce67dad274b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b98b8535a8ee6f19a5751263de80ede6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b011e447e50f42d6e5c26e97e439713,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ad701daa7c23c6cd1c785cbd4d9ee821,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
57888eac5f0e18b216d347ff752bff03,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
fbed2030553a7edb64201625e814453a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
21e928b66d9e8ffe89b0e981813046e9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8e652f6b900c793ec9e6e7d7d4fd1a29,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cf6fadbf27f90685c5861bd663c50620,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6c9a5d01bd76129e6858834c33a0db64,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ef2322c7adfdbec1cc5ea3963e7142cf,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
fc28f257ebcfd3cf20d7bd5dec0d0146,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d3d0b83accadaea98c2067b460b00c5d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ada51ca6301cac81ec27940d852b4eec,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0f226373ae2723c26570e7b173fd9f98,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
383ee1cde01ed0fb9d3d3086a796737d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ecf330bfdcb2a66768c576ed4320400b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
95dcf53e61de390e805d09c460f2d4b0,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ac9a78b6c79710a275acec54daf9c842,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0410ea4a0704705b2cd06eea8508dac1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8275981e3f98fbee3fd71683bf872b37,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
768dfe87ec1f4207c75a87a2afa7a1bf,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c8334d23ed52c35eed2a19d59529e73b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f6b1ce229c8c2424944220c3372e4bce,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c6f0e37708aa56e2e032637dc806eae6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f9a88e5706aa73f07185884f024701c7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2bade780970fd5134f8bd216b568bc8e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
e6f12c7fb3719fe303849c00ad9a6367,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7768300a518fbd5066d77cfefcbad813,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b81b91432eb4e240bd6b4380bf251a26,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7b808eaca9e6b0934511c52c095fda47,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
628ea894d5777c9c1cb83cdaabdf885e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ade881089c46d1ce94309e553dcca374,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
74e7b1ce575599b73703c9f0835dfe5d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
414aeb60c70011bdfae360000d9bc353,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ff0e8fbcd08eb5a733d708301d86f566,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
b4136632d78d1a651b7ca6ec24815851,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3f4d586989f16f3c4b5eb96e61b99229,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3b5af90ba8d810c29c80393812f74996,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
14c3eb8771891efffb837717ea96a8c9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
fe162d10f4c9287841a5ddb4078e2a1b,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5f8c6e2549c54b0cdc4298f8346d4b5d,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8b88f7e11c0631e72e3a736d19de1e63,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
841ce14f06fafecddf17e245f3f7aab5,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
074793a29e763bf44c129f41b4c11019,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
0e09649bfed283e8448895d348e69c21,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7c5922d476a35a17a45b350143a48acb,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
7f7118ce6439d7aae786abe83be0d1e4,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3719ca0ed3f8e358e01487d303fa52ef,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
5abe28afd9cf0cf736c690cf9bb18627,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
b25e4233f9ec35d91cd261b4550c2530,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
97c9fd1598ed7706a3812338a4a55daa,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
644caa5ff1e3ae07e414b40192f47807,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d694036094708051dac5cb1c9870a8af,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
1e99a6b6581b3eb34ab022845efc27b5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
a19fba9e43469b16e3c19ed82cc3bd15,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c31232d80753ac7d78d5f444c98e2b14,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
99b216eb7fb7202900c580bf0ef5e9d9,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8733f3f3aa81901405db10480c0e8f06,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cb56835a0e3afdadf7991351b1730130,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ab696d49e44b85e99fde42c9a2bd76f1,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d3735e1f125dd0bdfebafb99f431c863,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
21093f62a9245ac284b7b57425c6e929,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4c4bf5a7d17f0d7600457f386ce8919e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
3863055e02771459c127cf082cb9f155,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
8fd794560b7b2ee72762e29544360aec,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d6edad9c15c50b44d19d2351a8bb89d7,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
d9776b2bbfe3afca23f3a25fecd4c6cd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
6fcbd2b4f0633121fbad541690fde2cd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c49387e72c75242bdcb6cc7d91a56923,Type 2 Mennekes (IEC62196),3.7,Single Phase AC,In service
b85738998b96b3d8ff68ca2e1c41b44e,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
f429814bb8613103609b9cbb1271b00f,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
cdb11b99cedeccaf3a0ac7e26240de61,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
867369e2f25b54ab75b5c92cfaf71795,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
c2c0ac618b8686475b0f10a4ce08a82a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
5460d2d31cec0674075f3676662e6312,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
289fe1d6659737a558c48bc2f0aca546,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
114464a353d6eb75b1f5329d46a27cba,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
ba32c09ee40d6e277d19d7fc265b7ee6,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
2a1167f64e90336db189848e6d5ecbf2,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
9b5b9376209c40aeeeeb3c26976dfdf5,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
31334e004c827779be4b47069aea595a,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
4620c9d53386898042bd6445ec0a3efd,Type 2 Mennekes (IEC62196),5.0,Single Phase AC,In service
